Date,Commodity,Region,Price,Unit,Category,Source,Year,Month,Day,DayOfYear,WeekOfYear,Season
2025-02-06,Apple,Hassan,121.91,per kg,Fruit,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Apple,Hassan,131.88,per kg,Fruit,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Apple,Hassan,164.93,per kg,Fruit,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Apple,Hassan,185.27,per kg,Fruit,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Apple,Hassan,141.35,per kg,Fruit,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Apple,Hassan,165.79,per kg,Fruit,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Apple,Hassan,143.27,per kg,Fruit,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Apple,Hassan,143.38,per kg,Fruit,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Apple,Hassan,203.98,per kg,Fruit,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Apple,Hassan,193.01,per kg,Fruit,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Apple,Hassan,148.92,per kg,Fruit,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Apple,Hassan,143.32,per kg,Fruit,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Apple,Hassan,176.16,per kg,Fruit,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Apple,Hassan,161.75,per kg,Fruit,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Apple,Hassan,168.68,per kg,Fruit,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Apple,Hassan,129.38,per kg,Fruit,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Apple,Hassan,145.97,per kg,Fruit,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Apple,Hassan,135.0,per kg,Fruit,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Apple,Hassan,120.58,per kg,Fruit,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Apple,Hassan,135.12,per kg,Fruit,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Apple,Hassan,111.48,per kg,Fruit,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Apple,Hassan,146.59,per kg,Fruit,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Apple,Hassan,140.31,per kg,Fruit,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Apple,Hassan,108.66,per kg,Fruit,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Apple,Hassan,132.22,per kg,Fruit,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Apple,Hassan,84.2,per kg,Fruit,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Apple,Hassan,121.85,per kg,Fruit,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Apple,Hassan,78.68,per kg,Fruit,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Apple,Hubli,106.7,per kg,Fruit,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Apple,Hubli,75.08,per kg,Fruit,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Apple,Hubli,71.3,per kg,Fruit,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Apple,Hubli,93.54,per kg,Fruit,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Apple,Hubli,95.34,per kg,Fruit,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Apple,Hubli,65.75,per kg,Fruit,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Apple,Hubli,79.52,per kg,Fruit,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Apple,Hubli,83.11,per kg,Fruit,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Apple,Hubli,63.76,per kg,Fruit,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Apple,Hubli,66.42,per kg,Fruit,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Apple,Hubli,74.96,per kg,Fruit,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Apple,Hubli,115.51,per kg,Fruit,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Apple,Hubli,97.72,per kg,Fruit,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Apple,Hubli,72.61,per kg,Fruit,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Apple,Hubli,96.25,per kg,Fruit,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Apple,Hubli,103.46,per kg,Fruit,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Apple,Hubli,106.48,per kg,Fruit,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Apple,Hubli,80.8,per kg,Fruit,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Apple,Hubli,114.15,per kg,Fruit,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Apple,Hubli,113.34,per kg,Fruit,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Apple,Hubli,82.01,per kg,Fruit,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Apple,Hubli,106.62,per kg,Fruit,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Apple,Hubli,94.74,per kg,Fruit,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Apple,Hubli,116.67,per kg,Fruit,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Apple,Hubli,138.94,per kg,Fruit,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Apple,Hubli,135.09,per kg,Fruit,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Apple,Hubli,112.05,per kg,Fruit,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Apple,Hubli,168.52,per kg,Fruit,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Apple,Hubli,148.83,per kg,Fruit,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Apple,Hubli,136.65,per kg,Fruit,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Apple,Hubli,163.72,per kg,Fruit,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Apple,Hubli,169.41,per kg,Fruit,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Apple,Hubli,179.58,per kg,Fruit,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Apple,Hubli,167.81,per kg,Fruit,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Apple,Hubli,126.1,per kg,Fruit,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Apple,Hubli,162.09,per kg,Fruit,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Apple,Hubli,129.21,per kg,Fruit,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Apple,Hubli,157.87,per kg,Fruit,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Apple,Hubli,134.23,per kg,Fruit,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Apple,Hubli,105.74,per kg,Fruit,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Apple,Hubli,118.35,per kg,Fruit,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Apple,Hubli,82.58,per kg,Fruit,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Apple,Hubli,100.36,per kg,Fruit,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Apple,Hubli,111.95,per kg,Fruit,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Apple,Hubli,130.39,per kg,Fruit,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Apple,Hubli,97.23,per kg,Fruit,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Apple,Hubli,107.36,per kg,Fruit,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Apple,Hubli,140.56,per kg,Fruit,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Apple,Hubli,99.69,per kg,Fruit,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Apple,Hubli,95.13,per kg,Fruit,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Apple,Hubli,112.4,per kg,Fruit,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Apple,Hubli,113.69,per kg,Fruit,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Apple,Hubli,104.83,per kg,Fruit,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Apple,Mangalore,93.14,per kg,Fruit,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Apple,Mangalore,103.55,per kg,Fruit,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Apple,Mangalore,91.56,per kg,Fruit,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Apple,Mangalore,89.21,per kg,Fruit,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Apple,Mangalore,103.58,per kg,Fruit,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Apple,Mangalore,86.93,per kg,Fruit,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Apple,Mangalore,112.62,per kg,Fruit,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Apple,Mangalore,98.27,per kg,Fruit,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Apple,Mangalore,93.63,per kg,Fruit,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Apple,Mangalore,111.37,per kg,Fruit,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Apple,Mangalore,94.26,per kg,Fruit,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Apple,Mangalore,101.53,per kg,Fruit,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Apple,Mangalore,108.06,per kg,Fruit,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Apple,Mangalore,115.67,per kg,Fruit,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Apple,Mangalore,103.78,per kg,Fruit,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Apple,Mangalore,98.28,per kg,Fruit,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Apple,Mangalore,134.8,per kg,Fruit,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Apple,Mangalore,119.49,per kg,Fruit,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Apple,Mangalore,136.37,per kg,Fruit,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Apple,Mangalore,110.03,per kg,Fruit,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Apple,Mangalore,126.59,per kg,Fruit,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Apple,Mangalore,112.39,per kg,Fruit,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Apple,Mangalore,136.19,per kg,Fruit,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Apple,Mangalore,129.3,per kg,Fruit,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Apple,Mangalore,148.01,per kg,Fruit,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Apple,Mangalore,98.71,per kg,Fruit,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Apple,Mangalore,175.51,per kg,Fruit,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Apple,Mangalore,133.32,per kg,Fruit,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Apple,Mangalore,152.23,per kg,Fruit,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Apple,Mangalore,190.15,per kg,Fruit,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Apple,Mangalore,154.86,per kg,Fruit,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Apple,Mangalore,163.03,per kg,Fruit,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Apple,Mangalore,193.54,per kg,Fruit,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Apple,Mangalore,170.4,per kg,Fruit,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Apple,Mangalore,150.4,per kg,Fruit,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Apple,Mangalore,172.86,per kg,Fruit,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Apple,Mangalore,152.54,per kg,Fruit,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Apple,Mangalore,145.53,per kg,Fruit,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Apple,Mangalore,166.8,per kg,Fruit,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Apple,Mangalore,137.77,per kg,Fruit,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Apple,Mangalore,190.86,per kg,Fruit,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Apple,Mangalore,143.03,per kg,Fruit,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Apple,Mangalore,152.41,per kg,Fruit,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Apple,Mangalore,163.59,per kg,Fruit,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Apple,Mangalore,179.93,per kg,Fruit,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Apple,Mangalore,131.7,per kg,Fruit,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Apple,Mangalore,138.32,per kg,Fruit,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Apple,Mangalore,115.37,per kg,Fruit,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Apple,Mangalore,95.81,per kg,Fruit,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Apple,Mangalore,92.24,per kg,Fruit,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Apple,Mangalore,132.87,per kg,Fruit,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Apple,Mangalore,130.26,per kg,Fruit,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Apple,Mangalore,128.61,per kg,Fruit,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Apple,Mysore,102.43,per kg,Fruit,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Apple,Mysore,88.38,per kg,Fruit,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Apple,Mysore,89.46,per kg,Fruit,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Apple,Mysore,83.89,per kg,Fruit,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Apple,Mysore,83.75,per kg,Fruit,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Apple,Mysore,87.07,per kg,Fruit,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Apple,Mysore,72.95,per kg,Fruit,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Apple,Mysore,76.74,per kg,Fruit,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Apple,Mysore,73.54,per kg,Fruit,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Apple,Mysore,78.47,per kg,Fruit,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Apple,Mysore,103.59,per kg,Fruit,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Apple,Mysore,83.46,per kg,Fruit,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Apple,Mysore,84.06,per kg,Fruit,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Apple,Mysore,82.84,per kg,Fruit,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Apple,Mysore,92.9,per kg,Fruit,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Apple,Mysore,114.36,per kg,Fruit,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Apple,Mysore,92.45,per kg,Fruit,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Apple,Mysore,125.04,per kg,Fruit,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Apple,Mysore,133.01,per kg,Fruit,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Apple,Mysore,114.34,per kg,Fruit,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Apple,Mysore,137.93,per kg,Fruit,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Apple,Mysore,152.74,per kg,Fruit,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Apple,Mysore,123.83,per kg,Fruit,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Apple,Mysore,118.37,per kg,Fruit,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Apple,Mysore,151.62,per kg,Fruit,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Apple,Mysore,155.35,per kg,Fruit,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Apple,Mysore,162.79,per kg,Fruit,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Apple,Mysore,115.42,per kg,Fruit,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Apple,Mysore,196.65,per kg,Fruit,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Apple,Mysore,184.07,per kg,Fruit,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Apple,Mysore,168.93,per kg,Fruit,Historical Pattern Analysis,2025,3,13,72,11,Summer
2025-03-20,Apple,Mysore,162.65,per kg,Fruit,Historical Pattern Analysis,2025,3,20,79,12,Summer
2025-03-27,Apple,Mysore,111.77,per kg,Fruit,Historical Pattern Analysis,2025,3,27,86,13,Summer
2025-04-03,Apple,Mysore,179.28,per kg,Fruit,Historical Pattern Analysis,2025,4,3,93,14,Summer
2025-04-10,Apple,Mysore,151.29,per kg,Fruit,Historical Pattern Analysis,2025,4,10,100,15,Summer
2025-04-17,Apple,Mysore,168.33,per kg,Fruit,Historical Pattern Analysis,2025,4,17,107,16,Summer
2025-04-24,Apple,Mysore,174.65,per kg,Fruit,Historical Pattern Analysis,2025,4,24,114,17,Summer
2025-05-01,Apple,Mysore,172.32,per kg,Fruit,Historical Pattern Analysis,2025,5,1,121,18,Summer
2025-05-08,Apple,Mysore,129.77,per kg,Fruit,Historical Pattern Analysis,2025,5,8,128,19,Summer
2025-05-15,Apple,Mysore,186.0,per kg,Fruit,Historical Pattern Analysis,2025,5,15,135,20,Summer
2025-05-22,Apple,Mysore,124.92,per kg,Fruit,Historical Pattern Analysis,2025,5,22,142,21,Summer
2025-05-29,Apple,Mysore,165.21,per kg,Fruit,Historical Pattern Analysis,2025,5,29,149,22,Summer
2025-06-05,Apple,Mysore,139.49,per kg,Fruit,Historical Pattern Analysis,2025,6,5,156,23,Monsoon
2025-06-12,Apple,Mysore,121.04,per kg,Fruit,Historical Pattern Analysis,2025,6,12,163,24,Monsoon
2025-06-19,Apple,Mysore,126.92,per kg,Fruit,Historical Pattern Analysis,2025,6,19,170,25,Monsoon
2025-06-26,Apple,Mysore,123.08,per kg,Fruit,Historical Pattern Analysis,2025,6,26,177,26,Monsoon
2025-07-03,Apple,Mysore,107.13,per kg,Fruit,Historical Pattern Analysis,2025,7,3,184,27,Monsoon
2025-07-10,Apple,Mysore,142.74,per kg,Fruit,Historical Pattern Analysis,2025,7,10,191,28,Monsoon
2025-07-17,Apple,Mysore,115.53,per kg,Fruit,Historical Pattern Analysis,2025,7,17,198,29,Monsoon
2025-07-24,Apple,Mysore,143.75,per kg,Fruit,Historical Pattern Analysis,2025,7,24,205,30,Monsoon
2025-07-31,Apple,Mysore,119.84,per kg,Fruit,Historical Pattern Analysis,2025,7,31,212,31,Monsoon
2025-08-07,Apple,Mysore,88.29,per kg,Fruit,Historical Pattern Analysis,2025,8,7,219,32,Monsoon
2025-08-14,Apple,Mysore,101.53,per kg,Fruit,Historical Pattern Analysis,2025,8,14,226,33,Monsoon
2024-08-15,Apple,Shimoga,97.91,per kg,Fruit,Historical Pattern Analysis,2024,8,15,228,33,Monsoon
2024-08-22,Apple,Shimoga,98.97,per kg,Fruit,Historical Pattern Analysis,2024,8,22,235,34,Monsoon
2024-08-29,Apple,Shimoga,103.65,per kg,Fruit,Historical Pattern Analysis,2024,8,29,242,35,Monsoon
2024-09-05,Apple,Shimoga,91.38,per kg,Fruit,Historical Pattern Analysis,2024,9,5,249,36,Monsoon
2024-09-12,Apple,Shimoga,80.57,per kg,Fruit,Historical Pattern Analysis,2024,9,12,256,37,Monsoon
2024-09-19,Apple,Shimoga,65.08,per kg,Fruit,Historical Pattern Analysis,2024,9,19,263,38,Monsoon
2024-09-26,Apple,Shimoga,75.01,per kg,Fruit,Historical Pattern Analysis,2024,9,26,270,39,Monsoon
2024-10-03,Apple,Shimoga,86.65,per kg,Fruit,Historical Pattern Analysis,2024,10,3,277,40,Post-Monsoon
2024-10-10,Apple,Shimoga,72.05,per kg,Fruit,Historical Pattern Analysis,2024,10,10,284,41,Post-Monsoon
2024-10-17,Apple,Shimoga,93.68,per kg,Fruit,Historical Pattern Analysis,2024,10,17,291,42,Post-Monsoon
2024-10-24,Apple,Shimoga,76.92,per kg,Fruit,Historical Pattern Analysis,2024,10,24,298,43,Post-Monsoon
2024-10-31,Apple,Shimoga,79.49,per kg,Fruit,Historical Pattern Analysis,2024,10,31,305,44,Post-Monsoon
2024-11-07,Apple,Shimoga,107.76,per kg,Fruit,Historical Pattern Analysis,2024,11,7,312,45,Post-Monsoon
2024-11-14,Apple,Shimoga,91.73,per kg,Fruit,Historical Pattern Analysis,2024,11,14,319,46,Post-Monsoon
2024-11-21,Apple,Shimoga,107.64,per kg,Fruit,Historical Pattern Analysis,2024,11,21,326,47,Post-Monsoon
2024-11-28,Apple,Shimoga,102.86,per kg,Fruit,Historical Pattern Analysis,2024,11,28,333,48,Post-Monsoon
2024-12-05,Apple,Shimoga,103.73,per kg,Fruit,Historical Pattern Analysis,2024,12,5,340,49,Winter
2024-12-12,Apple,Shimoga,116.85,per kg,Fruit,Historical Pattern Analysis,2024,12,12,347,50,Winter
2024-12-19,Apple,Shimoga,104.21,per kg,Fruit,Historical Pattern Analysis,2024,12,19,354,51,Winter
2024-12-26,Apple,Shimoga,114.26,per kg,Fruit,Historical Pattern Analysis,2024,12,26,361,52,Winter
2025-01-02,Apple,Shimoga,128.9,per kg,Fruit,Historical Pattern Analysis,2025,1,2,2,1,Winter
2025-01-09,Apple,Shimoga,159.75,per kg,Fruit,Historical Pattern Analysis,2025,1,9,9,2,Winter
2025-01-16,Apple,Shimoga,153.9,per kg,Fruit,Historical Pattern Analysis,2025,1,16,16,3,Winter
2025-01-23,Apple,Shimoga,139.82,per kg,Fruit,Historical Pattern Analysis,2025,1,23,23,4,Winter
2025-01-30,Apple,Shimoga,153.65,per kg,Fruit,Historical Pattern Analysis,2025,1,30,30,5,Winter
2025-02-06,Apple,Shimoga,113.27,per kg,Fruit,Historical Pattern Analysis,2025,2,6,37,6,Winter
2025-02-13,Apple,Shimoga,114.49,per kg,Fruit,Historical Pattern Analysis,2025,2,13,44,7,Winter
2025-02-20,Apple,Shimoga,137.05,per kg,Fruit,Historical Pattern Analysis,2025,2,20,51,8,Winter
2025-02-27,Apple,Shimoga,160.84,per kg,Fruit,Historical Pattern Analysis,2025,2,27,58,9,Winter
2025-03-06,Apple,Shimoga,115.33,per kg,Fruit,Historical Pattern Analysis,2025,3,6,65,10,Summer
2025-03-13,Apple,Shimoga,157.61,per kg,Fruit,Historical Pattern Analysis,2025,3,13,72,11,Summer
